record_type,event_id,edition_id,field,conflict_notes,source_url
deadline,evt-ohio-state-learning-design-day,ed-evt-ohio-state-learning-design-day-ohio-state-learning-design-day-2027,notification,Year inferred only from 2027 edition context,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
deadline,evt-usdla-national-conference,ed-evt-usdla-national-conference-usdla-2027-national-conference,cfp_deadline,UTC conversion uses EST in effect on this date.,https://usdla.org/events/call-for-proposals/
deadline,evt-usdla-national-conference,ed-evt-usdla-national-conference-usdla-2027-national-conference,cfp_deadline,UTC conversion assumes Eastern Standard Time on December 15,https://usdla.org/events/call-for-proposals/
deadline,evt-dutch-ai-conference,ed-evt-dutch-ai-conference-dutch-ai-conference-2027,cfp_close,No time zone stated,https://aiconference.nl/meet-the-speakers/call-for-presentations/
deadline,evt-cloud-native-mumbai,ed-evt-cloud-native-mumbai-cloud-native-mumbai-2026-rolling-call,rolling_route_end,Route end is not a guaranteed cutoff for the September session.,https://sessionize.com/cloud-native-mumbai-city
deadline,evt-istelive,ed-evt-istelive-istelive-27,speaker_confirmation,ISO uses first day only as month marker; actual day unknown,https://conference.iste.org/2027/about/faq.php
deadline,evt-lilly-conference-austin,ed-evt-lilly-conference-austin-lilly-austin-2027,cfp_deadline,Not a guaranteed availability date because the program may fill earlier.,https://www.lillyconferences-tx.com/proposals
deadline,evt-teaching-and-learning-with-ai-conference,ed-evt-teaching-and-learning-with-ai-conference-teaching-and-learning-with-,cfp_deadline,No time zone stated,https://aiforall.ucf.edu/teachwithai/
deadline,evt-international-conference-on-ai-in-education-2027,ed-evt-international-conference-on-ai-in-education-2027-icaied-london-2027,cfp_deadline,No time zone stated,https://www.icaied.org/call-for-papers
deadline,evt-herdsa-annual-conference,ed-evt-herdsa-annual-conference-herdsa-2027,grant_deadline,Only for eligible student or early-career grants; not a CFP deadline,https://herdsa.org.au/conference
deadline,evt-global-ai-community-seattle,ed-evt-global-ai-community-seattle-global-ai-community-seattle-2026-2027-se,rolling_route_end,Route spans multiple meetup dates; this is not a per-edition cutoff.,https://sessionize.com/global-ai-community-seattle/
deadline,evt-kmworld-europe,ed-evt-kmworld-europe-kmworld-europe-2027,notification,No day stated.,https://www.kmworld.com/Europe/2027/CallForSpeakers.aspx
deadline,evt-possible,ed-evt-possible-possible-2027,further_consideration,Not a confirmed notification date; retained only as raw timing.,https://possibleevent.com/speaker-opportunities/
deadline,evt-training-conference-and-expo,ed-evt-training-conference-and-expo-training-2027-conference-and-expo,cfp_deadline,No exact day published on reviewed FAQ; intentionally no ISO date,https://www.trainingconference.com/2027/faqs.cfm
deadline,evt-wscuc-accreditation-resource-conference,ed-evt-wscuc-accreditation-resource-conference-arc2027,notification,No single date can be normalized.,https://www.wscuc.org/arc2027cfp/
edition_merge,evt-pod-network-annual-conference,ed-evt-pod-network-annual-conference-pod-network-2026-annual-conference,multiple,"edition_label: POD Network 2026 Annual Conference | POD Network 2026; edition_url: https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/ | https://podnetwork.org/annual-conference/baltimore-2026-draft/; country: United States | USA; eligibility: Educational-development professionals; detailed membership rules in PDF not fully extracted | Educational-development community; exact membership rule not captured; formats_and_durations: Interactive, research, poster, workshop, committee/SIG formats | Multiple conference formats; exact durations not captured; submission_requirements: Evidence-based actionable educational-development proposal | Detailed 22-page proposal rules; proposal window closed; attendance_value: Educational developers and faculty-support professionals | Established specialist faculty-development network; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/
edition_merge,evt-lilly-conference-san-diego,ed-evt-lilly-conference-san-diego-lilly-san-diego-2027,multiple,"country: United States | USA; cfp_url: https://www.lillyconferences-ca.com/ | https://www.lillyconferences.com/; guidelines_url: https://www.lillyconferences-ca.com/ | https://www.lillyconferences.com/; eligibility: Higher-education teaching-and-learning contributors; exact presenter credential rules not found | Faculty, administrators, and graduate students are invited; exact eligibility not captured; formats_and_durations: Exact 2027 session formats/durations not found in accessible page | Formats not captured from reviewed page; attendance_value: Series reports 125+ colleges/universities and 30+ states per conference | Teaching for Active & Engaged Learning in the Age of AI; attendance_year: 2026 | 2027; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://www.lillyconferences.com/
edition_merge,evt-arc-software-architecture-and-engineering-conference,ed-evt-arc-software-architecture-and-engineering-conference-arc-2027,multiple,"country: United Arab Emirates | UAE; cfp_url: https://futurewitharc.com/ | https://futurewitharc.com/apply-to-speak/; guidelines_url: https://futurewitharc.com/ | https://futurewitharc.com/apply-to-speak/; cfp_status: open-undated | unknown | open; eligibility: Public Apply to Speak control; program describes practitioners running real systems and no recycled slides. | Form prioritizes practitioners with real-world engineering experience, production systems, and technical depth | Every speaker described as a practitioner; peer review and real-system ownership emphasized; formats_and_durations: Format/duration not stated. | unknown; submission_requirements: Application details not exposed in captured page. | Interest form asks name, job title, company, work email, LinkedIn, talk title, speaking history, optional videos, and theme alignment | unknown; verified_at: 2026-09-04T22:30:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T12:00:00-06:00",https://futurewitharc.com/
edition_merge,evt-chea-annual-conference,ed-evt-chea-annual-conference-chea-2027-annual-conference,multiple,"edition_url: https://www.chea.org/chea-2027-annual-conference-call-proposals | https://www.chea.org/chea-2027-annual-conference; city: Washington, DC | Washington DC; country: United States | USA; eligibility: Open to all; talk must relate to accreditation, quality assurance, or student success | Call open to all; concurrent sessions require one or two presenters; formats_and_durations: 60-minute plenary or concurrent sessions; concurrent allows one or two presenters | 60-minute plenary or concurrent session including participation/Q&A; submission_requirements: Official proposal form; quality assurance/accreditation/student-success relevance; varied perspectives; no commercial advertising | Official form; noncommercial; varied perspectives; proposal must tie AI/evidence of learning to quality assurance; attendance_value: Accreditors, faculty, policymakers, leaders, and international colleagues | National and international accreditation/quality audience; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://www.chea.org/chea-2027-annual-conference-call-proposals
edition_merge,evt-ndc-london,ed-evt-ndc-london-ndc-london-2027,multiple,date_status: exact | confirmed; country: United Kingdom | UK; eligibility: Public CFP; organizers encourage limiting submissions to 3-4 | Public CFP; prior speaking links requested if available | Public CFP; limit portfolio to 3–4 strongest talks; formats_and_durations: 60-minute regular; 10-15-minute lightning; 60-120-minute workshop; two-day preconference workshop | 60-minute regular; 10-15 minute lightning; workshops | 60-minute regular; 10-15-minute lightning; 60-120-minute workshop; 2-day preconference | 60-minute regular; 10–15-minute lightning; 60–120-minute workshop; two-day preconference; submission_requirements: Organizer asks submitters to limit portfolio to three or four proposals | Public CFP closed before research run | Previous talk links requested when available | Previous speaking links requested when available; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T23:00:00-06:00,https://ndclondon.com/
edition_merge,evt-upcea-digital-teaching-and-learning-conference,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,multiple,"edition_label: 2027 UPCEA Digital Teaching & Learning Conference | DT&L 2027; eligibility: Presenter must be a current UPCEA institutional or corporate member; corporate members require an institutional-member co-presenter; significant online-learning experience expected | Presenters must be current UPCEA institutional or corporate members; corporate members need an institutional-member co-presenter; formats_and_durations: 50-minute concurrent; 60-minute workshop; 10-minute lightning; 3-5-minute asynchronous poster | 10-minute lightning; 50-minute concurrent; 60-minute workshop/general; submission_requirements: All speakers named; complete contact details; outcomes; engagement plan; level; evidence or reflective practice | All speakers named; learning goals; engagement plan; level; evaluation data or established models valued; compensation: Not stated | unknown; travel_support: Not applicable for virtual delivery | none; speaker_costs: Presenters responsible for registration and other expenses; free for institutional members; limited scholarships for eligible nonmembers | Presenter pays registration and related expenses; recording_rights: Organizers may edit title/description; digital materials collected | unknown; attendance_value: Instructional designers, faculty, researchers, and digital-learning leaders | Long-running predecessor conference; recordings of most 2026 sessions; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://conferences.upcea.edu/DTL2027/
edition_merge,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,multiple,"date_status: exact | confirmed; country: United States | USA; eligibility: Enterprise practitioners, AI developers, innovators, researchers, solution providers, and leaders with real-world agent experience | Editorial, non-commercial material; novel concepts clause | Seeks enterprise practitioners, developers, researchers, providers, and leaders with real deployment experience; formats_and_durations: Case study, technical session, workshop, or panel; duration not stated | Case study; technical session; workshop; panel; durations unknown | unknown; submission_requirements: Educational, noncommercial, non-self-promotional; headshot and bio; claims new concepts unavailable elsewhere | Title, abstract, biography, and committee review | Headshot, full bio, title, and description; strict no-commercialism policy; compensation: Complimentary all-access speaker pass stated as USD 1,799 value | Complimentary all-access pass | unknown; speaker_costs: No mandatory registration stated for selected speakers | No pay-to-speak found | Complimentary all-access speaker pass; attendance_value: Pass advertised at USD 1,799 value | 1000 | Organizer claims 1,000 attendees; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T23:00:00-06:00",https://www.aiagentevent.com/east/
edition_merge,evt-developerweek,ed-evt-developerweek-developerweek-2027,multiple,"country: United States | USA; guidelines_url: https://www.developerweek.com/speakers/apply-to-speak/ | https://www.developerweek.com/tracks/; eligibility: Public call; practitioner and technical proposals across four co-located programs. | All speakers must use the public call; biography and affiliation details otherwise unknown | All speakers must use the public call; formats_and_durations: Duration not stated on extracted CFP page | Exact current session duration not found.; submission_requirements: Speaker application with topic, abstract and profile. | Complete all proposal fields and select one of four conference worlds | Complete all fields and select one of four conference worlds; attendance_value: 3000 onsite and 6000 community members advertised for 2027 | 5,000+ annual participants claimed; 2,500 onsite and 2,500 virtual described on About page | 5,000+ annual participants claimed; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:58:00-06:00",https://www.developerweek.com/
edition_merge,evt-think-ai-summit,ed-evt-think-ai-summit-think-ai-summit-2027,multiple,"date_status: confirmed | exact; eligibility: Real-world implementation required; practitioners prioritized; regional voices encouraged | Actual implementation, outcomes, and lessons required; submission_requirements: Specific implementation, outcomes, lessons, and transferable takeaways; no sales pitches or live demos | Abstract; no live demos or product pitches; verified_at: 2026-09-04T23:00:00-06:00 | 2026-09-04T23:30:00-06:00",https://www.pghtech.org/events/ThinkAI2027-Call-for-Speakers
edition_merge,evt-platformcon-live-day-san-francisco,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,multiple,"edition_label: PlatformCon Live Day San Francisco 2027 | PlatformCon San Francisco 2027; end_date: 2027-02-24 | 2027-02-25; country: United States | USA; cfp_url: https://sessionize.com/platformcon-live-day-san-francisco/ | https://sanfrancisco.platformcon.com/ | https://sanfrancisco.platformcon.com/cfp; guidelines_url: https://sanfrancisco.platformcon.com/cfp | https://sanfrancisco.platformcon.com/; cfp_status: open | unknown; eligibility: Practitioner-only; proposals should describe real implementations, named organizations and outcomes; multiple proposals allowed. | unknown; formats_and_durations: 25-minute talk | unknown; submission_requirements: Case-study proposal with concrete implementation and outcomes. | unknown | Practical enterprise platform story; further form fields not extracted; compensation: No honorarium stated. | unknown; travel_support: No travel expenses covered. | unknown; attendance_value: 300+ advertised | 300+ displayed on event page without a fully extracted unit | 300 practitioners claimed; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-05T00:05:00-06:00",https://sanfrancisco.platformcon.com/
edition_merge,evt-taqelah-testing-conference,ed-evt-taqelah-testing-conference-taqelah-testing-conference-2027,multiple,edition_label: Taqelah Testing Conference 2027 | TTC 2027; date_status: exact | confirmed; eligibility: Public CFP. | First-time and seasoned speakers invited; formats_and_durations: 25-minute talks and half-day workshops reported by organizer social post | Talk; workshop; exact durations not verified; submission_requirements: Talk proposal and speaker details. | Testing story and proposal via CFP; verified_at: 2026-09-05T00:08:00-06:00 | 2026-09-04T23:00:00-06:00,https://ttc.taqelah.sg/
edition_merge,evt-nercomp-annual-conference,ed-evt-nercomp-annual-conference-nercomp-annual-conference-2027,multiple,edition_label: NERCOMP Annual Conference 2027 | NERCOMP 2027; country: United States | USA; cfp_status: no-current-cfp | unknown; eligibility: Higher-education IT/library/faculty community; historical submission requires EDUCAUSE profile | Not stated; attendance_value: Regional higher-education IT and library community | Regional Northeast higher-ed community; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00,https://events.educause.edu/nercomp-annual-conference/2027
edition_merge,evt-honolulu-education-conference,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,multiple,"country: United States | USA; eligibility: Education proposals across AI, testing, higher education, and EdTech | Educators, academics, researchers, and students; submission_requirements: Up to 300-word English proposal; publication options described | Proposal up to 300 words; attendance_value: Broad international education audience; organizer-provided attendance not verified | International academic conference; reach unverified; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://intesda.org/education-conference/
edition_merge,evt-agentics-day-mcp-agents-europe,ed-evt-agentics-day-mcp-agents-europe-agentics-day-mcp-agents-europe-2027,multiple,"guidelines_url: https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/agentics-day-mcp-agents/ | https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/; eligibility: Public CFP; general Linux Foundation speaker rules apply. | Public CFP; code-of-conduct agreement; submission_requirements: Original, non-sales proposal aligned to production agents/MCP; accepted speaker receives event access. | Choose co-located event; vendor-neutral; prior Linux Foundation repeat within one year must be materially differentiated; recording sample requested; compensation: Event pass for accepted speakers. | Complimentary all-access pass; recording_rights: Sessions expected to be recorded; exact rights terms not established. | Official overview says co-located sessions are recorded and posted to CNCF YouTube",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/agentics-day-mcp-agents/
edition_merge,evt-cloud-native-ai-inference-day-europe,ed-evt-cloud-native-ai-inference-day-europe-cloud-native-ai-inference-day-e,multiple,cfp_url: https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cncf-hosted-co-located-events-overview/ | https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/; guidelines_url: https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cloud-native-ai-inference-day-europe/ | https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/; eligibility: Public CFP; code-of-conduct agreement | unknown; formats_and_durations: 25-minute solo/dual presentation; 10-minute lightning; 35-minute panel | 25-minute presentation; 10-minute lightning; 35-minute panel; submission_requirements: Choose co-located event; vendor-neutral; repeat restrictions; recording sample requested | RAG and AI Agents are explicit topics; panel diversity/organization rules apply; compensation: Complimentary all-access pass | unknown; speaker_costs: Accepted co-located-event speakers receive an all-access pass | No mandatory registration stated for accepted speakers; recording_rights: Recorded and posted to CNCF YouTube; exact license not stated | recorded and published on CNCF YouTube; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cloud-native-ai-inference-day-europe/
edition_merge,evt-cto-craft-con-europe,ed-evt-cto-craft-con-europe-cto-craft-con-europe-2027,multiple,"cfp_status: open-undated-with-stale-label | open-undated; eligibility: Public form is reachable but page title references 2026 while event shell shows 2027 dates. | Experienced senior technology leaders; public application route.; submission_requirements: Experience-led content, biography and previous-talk information. | Experience-led proposal; bio and prior talks requested.; verified_at: 2026-09-04T22:25:00-06:00 | 2026-09-05T00:20:00-06:00",https://conference.ctocraft.com/london/
edition_merge,evt-kubecon-cloudnativecon-europe,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,multiple,"date_status: exact | confirmed; eligibility: Maximum three submissions; generally one selected non-panel session; no repeat of a Linux Foundation event talk from the prior year. | Public CFP; code-of-conduct agreement; speaker experience recording requested; no biography-based eligibility inferred | Vendor-neutral, open/cloud-native relevance; repeat-talk and proposal-count rules | Open submitter route; end-user company status is separately defined and unknown for Dan | Open route; end-user company status separately defined and unknown; formats_and_durations: 30-minute session; 5-minute lightning; 80-minute tutorial; 30-minute panel | 30-minute session; 5-minute lightning; 80-minute tutorial; panel; poster | 30-minute session; 5-minute lightning; 80-minute tutorial; poster; panel | 30-minute session; 5-minute lightning talk; 80-minute tutorial; submission_requirements: Original, non-sales content; select track; previous recording requested; accepted speakers provide slides. | Maximum three proposals as named speaker; vendor-neutral/open-source emphasis; slides required if accepted | Abstract, outline, benefits, audience, speaker biography, and recording sample; maximum three proposals | Maximum three proposals; previous recording requested; no sales pitches; disclose related LF talks in past year | Maximum three proposals; prior recording requested; no sales pitches; disclose related LF talk in past year; compensation: Conference pass for accepted speakers. | Complimentary all-access pass | Complimentary pass | unknown; travel_support: Funding route referenced by organizer but current award details not established. | unknown; speaker_costs: One complimentary pass per accepted speaker | No mandatory registration stated for accepted speakers; recording_rights: Sessions are recorded; exact license/rights terms not established. | Sessions are ordinarily recorded; exact license/rights not found on CFP page | Sessions recorded under event terms | Accepted speakers must submit slides; recording-rights details not extracted | Slides required; recording license not extracted; attendance_value: Official sponsor page targets 13,000 developers, architects, and technical leaders | 13000 | 13,000 attendees claimed on sponsor page; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T23:00:00-06:00 | 2026-09-04T23:25:00-06:00",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/
edition_merge,evt-platform-engineering-day-europe,ed-evt-platform-engineering-day-europe-platform-engineering-day-europe-2027,multiple,cfp_url: https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cncf-hosted-co-located-events-overview/ | https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/; guidelines_url: https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/platform-engineering-day/ | https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/; eligibility: Public CFP; code-of-conduct agreement | unknown; formats_and_durations: 25-minute solo/dual presentation; 10-minute lightning; 35-minute panel | 25-minute presentation; 10-minute lightning; 35-minute panel; submission_requirements: Platform engineering and AI is explicit; practical case studies favored | Vendor-neutral; repeat restrictions; recording sample requested; compensation: Complimentary all-access pass | unknown; speaker_costs: Accepted co-located-event speakers receive an all-access pass | No mandatory registration stated for accepted speakers; recording_rights: Recorded and posted to CNCF YouTube; exact license not stated | recorded and published on CNCF YouTube; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/platform-engineering-day/
edition_merge,evt-international-conference-on-ai-in-education-2027,ed-evt-international-conference-on-ai-in-education-2027-icaied-london-2027,multiple,edition_label: ICAIED London 2027 | ICAIED 2027; country: United Kingdom | UK; formats_and_durations: Oral or online presentation; exact duration unknown | Abstract presentation; exact duration not captured; submission_requirements: 200-250-word abstract and 3-5 keywords; double-blind review; optional full paper afterward | 200-250 word abstract and 3-5 keywords; double-blind review; attendance_value: First-edition international AI-in-education audience; attendance unknown | New event; no verified attendance or archive; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00,https://www.icaied.org/
edition_merge,evt-devopsdays-los-angeles,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,multiple,eligibility: Speaker must submit directly; local stories favored; no vendor pitches | Direct speaker involvement; local stories favored; no vendor pitches; formats_and_durations: 30-40-minute talk; 10-minute lightning; Open Space | 30–40-minute talk; 10-minute lightning; Open Space; submission_requirements: Title and description through SCaLE submission route | SCaLE submission route,https://devopsdays.org/events/2027-los-angeles/welcome/
edition_merge,evt-aoma-adaptive-organizations-meet-architecture,ed-evt-aoma-adaptive-organizations-meet-architecture-aoma-2027,multiple,"edition_url: https://aoma-conference.com/2027/ | https://aoma-conference.com/; eligibility: Public Sessionize CFP | unknown; formats_and_durations: 40 minutes including Q&A; mixture of lecture and hands-on favored | 40 minutes including Q&A; introductory or deep-dive; submission_requirements: Title, abstract, introductory/deep-dive type, tags, name, title, bio, photo, email | Title, abstract, type, tags, name, title, bio, photo, email; English; compensation: Accommodation reimbursed up to EUR 300 for speakers outside Berlin | unknown; travel_support: Accommodation up to EUR300 outside Berlin; travel covered up to an unspecified location-based amount | Travel covered up to an amount depending on origin region; recording_rights: Recording rights not stated | unknown; accessibility: Organizer invites disclosure of access/parenting needs and offers discussion | Organizer offers to discuss accessibility and parent needs; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:30:00-06:00",https://aoma-conference.com/2027/
edition_merge,evt-srecon-americas,ed-evt-srecon-americas-srecon27-americas,multiple,"date_status: exact | confirmed; country: United States | USA; eligibility: Open internationally; new speakers encouraged. Speaker must submit own human-written proposal; content cannot be entirely or substantively generated by AI. | Public participation call; content must be primarily human-written and attested | Human-authored submission attestation; practitioner reliability content | International and new speakers welcome; presenter must submit own proposal and attest content is primarily human-written; formats_and_durations: 15 minutes plus 5 Q&A; 35 minutes plus 10 Q&A | Talk formats/durations not visible in retrieved excerpt | Format/duration not captured | 15+5 Q&A; 35+10 Q&A; lightning CFP later; submission_requirements: Proposal and speaker details; two-phase review; human-written attestation. | Proposal plus required human-authorship attestation; practical technical depth expected | Proposal describing concrete operational experience and takeaways | Two-phase submission; technical guidance and applied experience favored; recording_rights: USENIX commonly posts slides/video, confirmed for 2026 archive; 2027 rights terms not located | unknown; verified_at: 2026-09-04T23:20:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T23:00:00-06:00 | 2026-09-04T12:00:00-06:00",https://www.usenix.org/conference/srecon27americas
edition_merge,evt-qcon-london,ed-evt-qcon-london-qcon-london-2027,multiple,date_status: unconfirmed | exact; country: United Kingdom | UK; guidelines_url: https://qconlondon.com/faq/apr2025 | https://qconlondon.com/; cfp_status: invitation-only-with-spontaneous-route | invitation-only; eligibility: Usually direct invitation; spontaneous submission form exists; production practitioner evidence strongly favored | Curated speaker program; no public CFP route verified; formats_and_durations: Conference talk; duration unknown | unknown; submission_requirements: Public submission path not found | unknown; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00,https://qconlondon.com/
edition_merge,evt-olc-innovate,ed-evt-olc-innovate-olc-innovate-2027,multiple,"eligibility: Educators, vendors, and industry L&D may submit; vendor product sessions require educator or industry-L&D co-presenter | Educators, vendors, and L&D professionals may submit; product/service proposals need educator or L&D co-presenter; formats_and_durations: Academic presentation and interactive formats; exact durations should be rechecked when portal opens | Multiple virtual session types; exact 2027 durations not captured; submission_requirements: Double-blind proposal; outcomes; audience appeal; interactivity; vendor-neutral educational content | Double-blind proposal; educational/non-promotional; alignment, outcomes, appeal, interactivity; travel_support: No travel needed | none; speaker_costs: Accepted presenters must register and pay published fee; price not yet available | Accepted presenters must register and pay published fee; recording_rights: 2026 sessions were recorded for nine months; 2027 rights not stated | unknown; attendance_value: Global online-learning practitioner network; attendance figure not verified | International online/digital/blended-learning community; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00",https://onlinelearningconsortium.org/conferences/olc-innovate2027/
edition_merge,evt-devopsdays-raleigh,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,multiple,eligibility: Speaker must submit directly; local and underrepresented voices favored; no vendor pitches | Direct speaker involvement; local and underrepresented voices favored; no vendor pitches,https://devopsdays.org/events/2027-raleigh/welcome/
edition_merge,evt-great-international-developer-summit,ed-evt-great-international-developer-summit-gids-2027,multiple,"date_status: exact | confirmed; eligibility: Content must be grounded in real engineering work the speaker directly did or materially contributed to; up to five proposals. | Public CFP; international speakers encouraged to submit multiple 60-minute sessions | Real engineering experience; no promotion | Original content based on work the speaker directly did or materially contributed to; up to five proposals. | Original content based on work directly done or materially contributed to; form asks technical depth and speaking experience; formats_and_durations: 30-minute short talk; 60-minute long talk | 60-minute long talk; 30-minute short talk | 30- or 60-minute talk; international speakers encouraged toward 60 minutes and multiple talks | 30-minute short talk; 60-minute long talk.; submission_requirements: Technical abstract, system/problem, decisions, constraints, takeaways, speaker experience and optional prior recording. | Up to five proposals; technical abstract; system problem; decisions/tradeoffs; takeaways; practitioner-depth declaration; bio/photo; no product promotion | Proposal with decisions, tradeoffs, constraints, and experience | Practical, vendor-neutral proposal with real engineering experience and speaker details. | Up to five proposals; system problem, decisions, tradeoffs, outcomes, biography, photo, affiliation, and support needs; compensation: Conference access; international travel reimbursement may be available up to USD 1500 and two hotel nights at organizer discretion. | Full conference access; support is discretionary | Conference access; discretionary international reimbursement. | unknown; travel_support: Up to USD 1500 for selected international speakers; reimbursement after event; discretionary. | Selected international speakers may receive up to USD 1,500 travel and two hotel nights; reimbursement after event | Up to USD 1,500 travel reimbursement plus two hotel nights; discretionary and paid after event | Up to USD 1500 and two hotel nights may be offered to selected international speakers. | Selected international speakers may receive up to US$1,500 travel and two hotel nights; discretionary and reimbursement-based; speaker_costs: Full conference access for selected speakers; co-speaker must buy pass unless approved | Full conference pass; recording_rights: Recording rights not stated | unknown; attendance_value: 150+ sessions on official site | 150; verified_at: 2026-09-04T21:20:00-06:00 | 2026-09-04T23:30:00-06:00 | 2026-09-04T23:00:00-06:00 | 2026-09-04T23:35:00-06:00 | 2026-09-04T12:00:00-06:00",https://developersummit.com/
edition_merge,evt-eurostar-software-testing-conference,ed-evt-eurostar-software-testing-conference-eurostar-2027,multiple,"date_status: exact | confirmed; eligibility: Public call; practitioner stories and practical lessons encouraged. | Practitioner experience and personal stories expected; formats_and_durations: Current exact session duration not found; talks and workshops requested. | Talk types listed; exact current durations not captured; submission_requirements: Proposal aligned to 2027 theme 'Sharpening the Craft'; failures, AI, automation and practical takeaways welcomed. | Proposal with tangible takeaways and personal experience; verified_at: 2026-09-04T23:40:00-06:00 | 2026-09-04T23:00:00-06:00",https://conference.eurostarsoftwaretesting.com/
edition_merge,evt-lilly-conference-austin,ed-evt-lilly-conference-austin-lilly-austin-2027,multiple,edition_url: https://www.lillyconferences-tx.com/proposals | https://www.lillyconferences.com/; country: United States | USA; cfp_url: https://www.lillyconferences-tx.com/proposals | https://www.lillyconferences.com/; guidelines_url: https://www.lillyconferences-tx.com/proposals | https://www.lillyconferences.com/; cfp_status: open-rolling | open; eligibility: Higher-education teaching-and-learning contributors; exact presenter credential rules not found | Higher-education teaching community; affiliation requested but restriction not stated; formats_and_durations: Exact 2027 session formats/durations not found in accessible page | 20- or 40-minute presentation; roundtable; digital poster; submission_requirements: 10-word title; 25-word key statement; 100-word abstract; three outcomes; two tracks; 3-5 references | Blind peer review; expected scholarly/evidence-based teaching contribution; accessibility: ADA accommodations requested in writing before registration and at least three months before event | unknown; attendance_value: Series reports 125+ colleges/universities and 30+ states per conference | AI and the Future of Evidence-Based Teaching in Higher Education; attendance_year: 2026 | 2027; verified_at: 2026-09-04T12:00:00-06:00 | 2026-09-04T23:00:00-06:00,https://www.lillyconferences-tx.com/proposals
edition_merge,evt-open-source-summit-north-america,ed-evt-open-source-summit-north-america-open-source-summit-north-america-20,multiple,edition_url: https://events.linuxfoundation.org/open-source-summit-north-america/ | https://events.linuxfoundation.org/about/calendar/; date_status: confirmed | exact; cfp_url: https://events.linuxfoundation.org/open-source-summit-north-america/ | https://events.linuxfoundation.org/about/calendar/; guidelines_url: https://events.linuxfoundation.org/open-source-summit-north-america/ | https://events.linuxfoundation.org/about/calendar/; verified_at: 2026-09-04T23:00:00-06:00 | 2026-09-04T23:30:00-06:00,https://events.linuxfoundation.org/open-source-summit-north-america/
