talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
failure-improvement,ed-evt-great-international-developer-summit-gids-2027,30-minute variant,Automating Improvement From Failure: From Agent Mistake to Durable Engineering Control,Emphasize the concrete engineering pipeline and the boundary against uncontrolled self-modification.,"Platform, DevOps, AI-assisted engineering, reliability and testing are explicit; 30-minute slot matches.",src-failure-improvement-ev-fi-gids-past1;src-failure-improvement-ev-fi-gids-past2,5,5,5,5,4,4,94,100,1-verified-actionable,Must evidence work Dan directly did or materially contributed to; reimbursement is discretionary.,Confirm a qualifying firsthand example and submit the 30-minute version by September 30.,2026-09-12
judgment,ed-evt-great-international-developer-summit-gids-2027,30-minute adaptation,Code Is Cheap. Judgment Is Expensive: Engineering After the Generation Bottleneck,"Use the permissions specification and review-queue examples to make validation infrastructure, complexity and ownership concrete.","Strong engineering, architecture and leadership audience with an exact 30-minute slot and explicit systems-thinking themes.",src-judgment-ev-ju-gids-past1;src-judgment-ev-ju-gids-past2,5,5,5,5,4,4,97,100,1-verified-actionable,Must be grounded in work Dan directly did or materially contributed to; a qualifying firsthand organizational case is unknown.,"Proceed only after identifying truthful firsthand evidence; if available, submit by September 30.",2026-09-12
parallelization,ed-evt-great-international-developer-summit-gids-2027,30-minute adaptation,Rethinking Parallelization for Agentic Engineering,"Treat candidate generation, verification and selection as an engineering system with budgets, isolation and deterministic acceptance checks.","Architecture, AI-assisted engineering and systems-thinking audience is exact; the 30-minute format is ready.",src-parallelization-ev-pa-gids-past1;src-parallelization-ev-pa-gids-past2,5,5,5,5,4,4,97,100,1-verified-actionable,Must be grounded in work Dan directly did or materially contributed to; qualifying firsthand implementation is unknown.,"Proceed only after identifying a truthful firsthand system or experiment; if available, submit by September 30.",2026-09-12
product-engineering,ed-evt-great-international-developer-summit-gids-2027,30-minute feedback-systems variant,The Future of Product Engineering: Designing a Trustworthy Learning Loop,"Present durable records, feature flags and permission gates as product-engineering architecture.",Strong product/experience engineering and systems-thinking overlap with exact 30-minute slot.,src-product-engineering-ev-pe-gids-past1;src-product-engineering-ev-pe-gids-past2,4,5,5,5,4,4,91,100,1-verified-actionable,CFP requires real engineering experience and what changed in practice; synthetic design alone is unlikely to fit.,Proceed only if a firsthand implementation can truthfully ground the architecture; otherwise exclude.,2026-09-10
retrieval,ed-evt-great-international-developer-summit-gids-2027,30-minute adaptation,The AI Terms Changed. The Engineering Problems Didn't.,"Show familiar engineering abstractions, their leaking boundaries, and operational tradeoffs","The call seeks architecture, data/intelligent systems, AI-augmented engineering, and practical real-world constraints.",src-retrieval-src-gids-cfp;src-retrieval-src-gids-home,5,5,5,5,4,4,96,92,verified actionable opportunities,FINALIST; requires work directly done or materially contributed to; form probes technical depth; travel support discretionary,Use the 30-minute format and ground every analogy in the talk's concrete retrieval/eval/agent examples.,2026-09-10
retrieval,ed-evt-haystack-conference-haystack-europe-2026,45-minute talk,Keep the Retrieval. Check the RAG Abstraction.,"Bridge classical search signals into RAG, context construction, and evaluation","Exact search/retrieval audience and multiple 2026 sessions cover hybrid search, RAG, reranking, and AI evaluation.",src-retrieval-src-haystack-program;src-retrieval-src-haystack-history,5,5,0,4,,3,69,88,historical fits to monitor for a new cycle,Current edition imminent and CFP closed; audience may find introductory mappings too basic; 45-minute expansion needed,Develop an advanced search-practitioner variant centered on relevance boundaries and monitor the next CFP.,2027-01-15
evidence-learning,ed-evt-herdsa-annual-conference-herdsa-2027,40-minute practice/research session,Evidence of Learning When AI Can Produce the Artifact,Higher-education teaching and assessment practice in changing technological conditions,"Strong broad audience and theme, but the official important-dates component is stale and cannot establish a current call.",,4,4,2,4,,4,68,55,historical fits to monitor for a new cycle,No verified 2027 CFP; stale dates widget; Australia travel unknown,Monitor official site and mailing list; do not carry the 2022/2023 dates forward.,2026-10-15
skeptic-education,ed-evt-herdsa-annual-conference-herdsa-2027,Virtual interactive presentation if offered,A Skeptic's Guide to Re-valuing Learning with AI,Tie preserved human capability and assessment renewal to higher education's public purpose,"Theme explicitly includes evidence-informed practice, assessment renewal, academic development, and technological change",,5,4,2,4,,3,68,83,historical-monitor,2027 CFP not posted; current page has stale 2022/2023 dates; academic/practice expectations unknown,Monitor official 2027 conference site for a real call; do not reuse the 2026 deadline,2026-10-01
skeptic-education,ed-evt-hi-ai-hi-ai-2027,50-minute presentation with exercise and Q&A,A Skeptic's Guide to AI in K-12,Give school leaders a practical test for when AI supports learning and when it bypasses it,"Focused AI event explicitly solicits AI assessment practices, literacy, ethics, policy, personalization, and practical experience",,4,5,5,5,,2,81,83,verified-actionable,K-12 grounding and real-world experience are expected; Dan's school-sector credentials are unknown; economics not stated,Confirm Dan can credibly supply K-12 examples; then adapt title to 10 words and description to 350 words by 2026-10-12,2026-09-12
evidence-learning,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,30-40 minute oral or virtual,Evidence of Learning in the Age of Generative AI,Broad assessment and AI-in-education presentation,"Topic and remote route fit, but broad scope and unverified organizer/economics weaken confidence.",,3,4,4,4,,2,64,58,upcoming/rolling routes to prepare for,Commercial/academic organizer due diligence incomplete; advance deadline only; rights and costs unknown,"Do not prioritize until fees, organizer record, review standards, and rights are independently verified.",2026-10-15
skeptic-education,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,Online oral presentation,A Skeptic's Guide to AI in Education,Cross-sector framework for AI evaluation and assessment evidence,"AI in education, testing/evaluation, higher education, and EdTech are explicit streams",,4,4,4,4,,1,69,83,upcoming-or-rolling,Organizer credibility and economics insufficiently verified; advance deadline only,Keep as lower-confidence lead pending organizer/reputation and full-fee verification,2026-10-15
evidence-learning,ed-evt-icai-annual-conference-icai-2027-annual-conference,40-minute original,Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning,Move from authorship inference and detection toward diagnostic evidence and transfer,"Exact audience, AI theme, and 40-minute format align unusually well; current program language already questions detection-first approaches.",src-evidence-learning-src-icai-past-1;src-evidence-learning-src-icai-past-2,5,5,5,5,,4,89,86,verified actionable opportunities,FINALIST; in-person Monterrey required; no more than two submissions; travel/economics unknown,Draft the 40-minute AI-theme proposal before September 18 and separately verify presenter registration and travel obligations.,2026-09-06
evidence-learning,ed-evt-ieee-global-engineering-education-conference-educon-ieee-educon-2027,research abstract,Assessment Validity in AI-Mediated Engineering Education,Engineering-education application of independent transfer and reviewable evidence,"Topics include GenAI and innovative assessment, but this is a research-conference route and the talk is not engineering-specific.",,3,4,3,2,,4,58,58,exclusions with reasons,Likely paper/author requirements and weak engineering-specific evidence,Exclude unless a documented engineering-education implementation or study becomes available.,
adaptive-systems,ed-evt-ieee-international-conference-on-software-architecture-icsa-2027-sof,30-minute technical talk,Building Adaptive and Governed AI System Architectures,Present the bounded planner contract as context-driven architecture practice with explicit quality attributes and human oversight,ICSA SAIP explicitly invites AI integrated into architecture and practical solutions in defined contexts; 2026 program shows agentic AI and human-oversight appetite.,src-adaptive-systems-ev-icsa-past1;src-adaptive-systems-ev-icsa-past2,5,5,5,4,1,4,89,92,verified actionable opportunities,"Requires a two-page IEEE-formatted proposal, exclusivity while under review, publication, registration, and in-person Sydney presentation.",Decide whether publication/simultaneous-submission restrictions are acceptable before investing in the two-page technical-talk proposal.,2026-09-25
adaptive-systems,ed-evt-ieee-international-conference-on-software-architecture-icsa-2027-tut,technical briefing,Designing Bounded Runtime Planners for Agentic Systems,"Interactive architecture briefing using planner contracts, resource governors, and evaluation gates",Exact software-architecture audience and AI-system relevance.,src-adaptive-systems-ev-icsa-past1;src-adaptive-systems-ev-icsa-past2,5,5,5,1,1,4,83,78,verified actionable opportunities,Requires expansion or redesign as a tutorial/briefing; IEEE companion publication option; duration not captured.,Prefer SAIP technical talk; retain this as backup only after confirming duration and whether the demo can support an interactive briefing.,2026-11-01
adaptive-systems,ed-evt-ieee-international-conference-on-software-architecture-icsa-2027-wor,90-minute working session,Who Gets to Change the Agent Strategy?,"Facilitate a practitioner/researcher design session on planner contracts, authority boundaries, and evidence for escalation","Strong theme fit but this is a collaborative working-session format, not the existing talk.",src-adaptive-systems-ev-icsa-past1;src-adaptive-systems-ev-icsa-past2,4,5,5,1,1,4,77,78,verified actionable opportunities,Likely needs co-facilitators and a concrete public deliverable; 90-180 minutes.,Do not treat as deck-ready; pursue only if collaborators and a workshop deliverable are identified by September 15.,2026-09-15
failure-improvement,ed-evt-incontro-devops-italia-incontro-devops-italia-2027,40-minute variant,Automating Improvement From Failure: Guardrails for AI in DevOps,"Connect agent correction to GitOps-style controlled change, observability and durable regression prevention.",DevOps/platform audience and exact 40-minute slot; English track accepted.,src-failure-improvement-ev-fi-idi-past1;src-failure-improvement-ev-fi-idi-past2,4,4,5,5,4,3,84,100,1-verified-actionable,"Most attendees are Italian; travel reimbursement depends on origin, which is unknown.",Submit the 40-minute English version by December 13 after checking audience-language expectations.,2026-11-01
parallelization,ed-evt-incontro-devops-italia-incontro-devops-italia-2027,40 minutes including Q&A,Parallelize Uncertainty in DevOps and Agentic Systems,"Tie speculative branches to Git isolation, read-only tools, observability, cleanup and evidence-backed promotion.",Exact 40-minute format and strong DevOps/platform audience; prior AIOps and agent-tooling sessions support appetite.,src-parallelization-ev-pa-idi-past1;src-parallelization-ev-pa-idi-past2,4,4,5,5,4,3,85,100,1-verified-actionable,Most attendees are Italian; travel reimbursement depends on unknown origin.,Submit the existing 40-minute English version by December 13 after checking language expectations.,2026-11-01
evidence-learning,ed-evt-inqaahe-biennial-conference-inqaahe-conference-2027,40-minute expanded interactive case session,What Counts as Evidence of Learning When AI Can Produce the Work?,Assessment validity and human-centered QA for AI-enabled qualifications,"The 2027 subtheme names authorship, assessment validity, qualification credibility, and human-centered AI; prior program shows strong appetite.",src-evidence-learning-src-inqaahe-past-1;src-evidence-learning-src-inqaahe-past-2,4,5,5,4,2,4,85,92,verified actionable opportunities,FINALIST; international QA framing and possible credentials expectations; travel/economics unknown,Reframe from classroom tactics to a QA case about what evidence institutions should require and how humans review it.,2026-09-20
evidence-learning,ed-evt-international-conference-on-ai-in-education-2027-icaied-london-2027,research/practitioner abstract,Designing Evidence of Learning Beyond AI Detection,Diagnostic assessment and independent transfer in AI-mediated classrooms,"Broad AI-in-education topic and hybrid route fit, but this is a first edition without an established organizer history.",,4,4,4,4,,2,70,54,upcoming/rolling routes to prepare for,"Organizer provenance, publication model, fees, and rights need verification; no history",Keep as an incomplete lead; verify legal organizer identity and full terms before preparing an abstract.,2026-11-01
skeptic-education,ed-evt-international-conference-on-ai-in-education-2027-icaied-london-2027,20-minute research/practice presentation,A Skeptic's Framework for AI in Education,Position as a practitioner framework and evaluation agenda rather than completed empirical study,"Exact topic fit across AI literacy, academic integrity, ethics, adaptive learning, and teaching design",,4,5,4,3,,2,68,83,upcoming-or-rolling,First edition; publication-oriented signals; organizer history not established; talk must not claim empirical validation,"Do not prioritize until organizer legitimacy, fees, and acceptance standards are independently verified",2026-10-01
skeptic-education,ed-evt-international-conference-on-learning-thirty-fourth-international-con,20-40-minute presentation depending format,What Human Capability Should AI Leave Behind?,Connect democratic AI literacy to evidence of learning and preserved human agency,"Special focus explicitly addresses critical AI literacy across schools, universities, and workplaces",,5,5,3,3,,3,75,83,upcoming-or-rolling,Academic publication orientation; deadline and fees not captured; empirical expectations may exceed current talk,Review author guidelines and costs before queueing; adapt only as a conceptual/practice paper,2026-10-01
adaptive-systems,ed-evt-isaqb-software-architecture-gathering-isaqb-software-architecture-ga,45-minute session,Adaptive AI Architecture Without Unbounded Autonomy,"AI-era architecture decisions, resilience, adaptability, and practice lessons","Exceptional series fit, but the 2026 call closed before the run.",src-adaptive-systems-ev-sag-current,5,5,0,5,,4,69,72,historical fits to monitor for a new cycle,Closed June 9; no 2027 edition yet confirmed.,Monitor official site for the next annual CFP; do not reuse the 2026 deadline as a forecast.,2027-03-01
evidence-learning,ed-evt-isls-annual-meeting-icls-and-cscl-isls-annual-meeting-2027,workshop or design contribution,Designing Evidence of Learning When AI Can Produce the Artifact,"A design-research framing of diagnostic questions, assistance records, reconstruction, and transfer","Learning-sciences audience fits the thesis, but the route expects a research contribution rather than a ready-made practitioner talk.",,4,4,3,2,,4,67,63,upcoming/rolling routes to prepare for,Paper/publication burden; empirical validation may be required; existing talk alone is insufficient,Only pursue if source material can support a conceptual/design contribution with literature and empirical evidence; otherwise skip.,2026-09-10
evidence-learning,ed-evt-issotl-annual-conference-issotl-2026,40-minute SoTL paper/workshop,What Evidence Shows Learning Under AI Assistance?,Scholarship-based assessment design and transfer,"Topic fits SoTL, but current CFP is closed and the talk needs stronger explicit research grounding.",,4,4,0,3,,4,54,63,historical fits to monitor for a new cycle,2026 CFP closed; 2027 unconfirmed; references and study evidence required,Monitor next cycle only if the talk gains a documented implementation or defensible conceptual literature contribution.,2027-02-01
skeptic-education,ed-evt-istelive-istelive-27,60-minute interactive session; expand exercise and application discussion,A Skeptic's Guide to AI in the Classroom,Show K-12 leaders how to preserve human capability and demand evidence beyond polished outputs,"Teaching/learning and assessment are explicit topics; 2026 program proves appetite for authentic assessment, productive struggle, and distinguishing learning from AI-assisted production",src-skeptic-education-ev-061;src-skeptic-education-ev-062,5,5,5,4,,5,88,83,verified-actionable,Current package is higher-ed weighted and needs K-12 examples; adult presenters must register; economics unknown,Retarget examples to teachers/district leaders and submit by 2026-09-30; avoid duplicating heavily saturated 'AI-resistant assessment' framing,2026-09-08
adaptive-systems,ed-evt-javaland-javaland-2027,conference talk,From Static Agent Wiring to Adaptive Runtime Policy,"Ground the planner in Java/JVM services, platform engineering, resilient architecture, and explicit authority boundaries","Open community CFP covers AI, architecture, platform, cloud, DevOps, deep dives, and practical lessons.",src-adaptive-systems-ev-javaland-past1;src-adaptive-systems-ev-javaland-past2,4,4,5,3,,4,74,78,verified actionable opportunities,Deadline is close; current duration and economics were not captured; strongest only with a credible Java/JVM implementation angle.,Verify duration and speaker terms immediately; submit only if the talk can honestly foreground a JVM/cloud-native case rather than adding cosmetic Java references.,2026-09-05
judgment,ed-evt-kmworld-europe-kmworld-europe-2027,30-minute organizational-knowledge adaptation,Code Is Cheap. Judgment Is Expensive: Keeping Decisions Auditable,"Emphasize explicit requirements, decision records, system knowledge and ownership after generation.",Knowledge-management audience is adjacent; useful for the organizational-memory section but weaker for software delivery.,src-judgment-ev-ju-km-past1;src-judgment-ev-ju-km-past2,3,4,1,4,3,3,59,100,2-upcoming-rolling,"Official page conflicts on open status, edition year and deadline; real-experience preference.",Recheck until the page unambiguously identifies the 2027 call; do not rely on October 9.,2026-09-20
product-engineering,ed-evt-kmworld-europe-kmworld-europe-2027,30-minute feedback-systems variant,Designing Product Memory Without Automating Product Strategy,"Emphasize scoped decision records, human/tacit knowledge and bounded retrieval inside the learning loop.",Good organizational-memory and human-AI collaboration fit; product audience is indirect.,src-product-engineering-ev-pe-km-past1;src-product-engineering-ev-pe-km-past2,3,4,1,4,3,3,59,100,2-upcoming-rolling,Official page contradicts itself on open status/year and deadline; real-experience preference.,Recheck until the header and form clearly identify the 2027 call; do not rely on October 9 yet.,2026-09-20
adaptive-systems,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute session,Adaptive Agent Planning on Cloud-Native Control Planes,"Frame the planner contract as an open, observable control plane for model/tool/topology selection under budgets and authority limits","2027 has an Agentic AI track explicitly naming agent architectures, multi-agent systems, AgentOps, governance, and observability.",src-adaptive-systems-ev-kccnc-past;src-adaptive-systems-ev-kccnc-main,5,5,5,5,2,5,94,92,verified actionable opportunities,Must emphasize open standards/cloud-native implementation and avoid proprietary product framing; maximum three proposals; repeat-talk restriction.,Create a 30-minute cloud-native variant and choose this as the primary CNCF submission rather than duplicating the same talk across all co-located events.,2026-09-18
benchmarks,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute,From Model Scores to Cloud-Native Release Gates,"Evaluate inference and agent systems across quality, cost, latency, observability, and operational risk","Agentic AI, inference infrastructure, observability, and operations tracks create a credible systems-evaluation route",,5,4,5,4,3,5,91,92,submit-next,Needs an authentic open/cloud-native implementation and non-duplicate angle; maximum three proposals,Build a 30-minute vendor-neutral variant or choose Observability Day as primary,2026-09-15
failure-improvement,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute variant,Automating Improvement From Failure in Cloud-Native Agent Systems,"Show a deterministic failure-to-regression pipeline using portable cloud-native tooling, holdouts and controlled promotion.","Strong AgentOps, platform, observability, testing and operations tracks; exact 30-minute format exists.",src-failure-improvement-ev-fi-kube-past1;src-failure-improvement-ev-fi-kube-past2,5,5,5,5,,5,90,90,1-verified-actionable,Maximum three proposals; no recent LF repeat; previous recording requested; travel funding unknown.,Prepare a 30-minute non-sales submission for the Agentic AI or Operations + Performance track by October 11.,2026-09-25
free-tier,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute session,The Cost Model Is Part of the Architecture,"Treat AI pricing, inference utilization, and dependencies as architectural constraints; calculate cost per successful outcome","AI inference/infrastructure, platform product management, cloud-native business value, and performance tracks create a defensible technical angle.",src-free-tier-src-kubecon-eu-cfp;src-free-tier-src-kubecon-na-cost-session,5,4,5,5,2,5,88,94,verified actionable opportunities,FINALIST; must make cloud-native and technical contribution explicit; prior recording requested; high competition; travel unknown,Draft for AI Inference and Infrastructure or Cloud Native Experience and add a small reproducible cost model tied to workload behavior.,2026-09-10
parallelization,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute adaptation,Parallelize Uncertainty: Multi-Agent Search With Evidence,"Distinguish task decomposition from competing attempts, verification, speculation and evidence-based selection; ground the controller in cloud-native isolation, budgets and observable checks.","The Agentic AI track explicitly seeks multi-agent architectures and AgentOps, while the application-development track welcomes distributed-systems design.",src-parallelization-ev-pa-kube-past1;src-parallelization-ev-pa-kube-past2,5,5,5,5,,5,90,90,1-verified-actionable,Maximum three submissions; no Linux Foundation repeat from prior year; prior recording requested; travel funding unknown.,Prepare the 30-minute systems version for Agentic AI and submit by October 11.,2026-09-25
retrieval,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,30-minute session,RAG Is an Information Architecture,"Show how retrieval, context, evaluation, and tool authority behave as cloud-native system boundaries","Agentic AI and AI inference tracks cover context, tool integration, benchmarking, observability, and production operations.",src-retrieval-src-kubecon-eu-cfp;src-retrieval-src-cnai-day,5,5,5,5,2,5,92,94,verified actionable opportunities,FINALIST; high competition; previous recording requested; topic must focus on cloud-native implementation rather than terminology,"Choose one of the main CFP or co-located AI Day as primary, not duplicate copy; tailor to production handoffs.",2026-09-15
free-tier,ed-evt-kubecon-cloudnativecon-north-america-kubecon-cloudnativecon-north-am,30-minute future-cycle talk,The Cost Model Is Part of the Architecture,Cloud-native AI economics tied to utilization and workload design,"Strong adjacent technical audience and repeatable flagship series, but 2026 CFP is closed.",src-free-tier-src-kubecon-na-cfp;src-free-tier-src-kubecon-na-cost-session,5,4,0,5,,5,72,78,historical fits to monitor for a new cycle,Closed; next North America CFP not verified,Use KubeCon Europe response and program evidence to decide whether to monitor 2027 North America.,2027-01-15
adaptive-systems,ed-evt-kubecon-cloudnativecon-north-america-kubecon-cloudnativecon-north-am-e57cb862,30-minute session,Adaptive Agent Planning on Cloud-Native Control Planes,"Same core as Europe, with a fresh implementation or materially different evidence if submitted within one year","Excellent audience and likely track fit based on Europe 2027, but North America CFP details are not yet published.",src-adaptive-systems-ev-lf-calendar;src-adaptive-systems-ev-kccnc-past,5,5,1,5,,5,74,60,upcoming/rolling routes to prepare for,Repeat-talk rules may prohibit reuse after Europe; no current CFP details.,"When CFP opens, verify tracks, repeat-talk rule, and whether a materially updated variant is eligible.",2027-02-01
benchmarks,ed-evt-kubecon-cloudnativecon-north-america-kubecon-cloudnativecon-north-am-e57cb862,30-minute,From Model Scores to Production Release Gates,"Cloud-native evaluation of quality, cost, latency, and operational failure",Large relevant future cloud-native edition,,5,4,2,4,,5,75,62,monitor,CFP and tracks not published; open-source implementation needed,Monitor official page for CFP publication,2027-01-15
judgment,ed-evt-ldx3-leaddev-ldx3-london-2027,30-minute leadership adaptation; format unknown,Code Is Cheap. Judgment Is Expensive: Leading the Review-Constrained Organization,"Focus on organizational capacity, seniority development, ownership and measures such as time to validated outcome.","Engineering managers, senior ICs, directors and CTOs are the exact audience; archived content supports the theme.",src-judgment-ev-ju-lead-past1;src-judgment-ev-ju-lead-past2,5,5,2,4,,5,76,90,3-historical-monitor,"No 2027 public submission route, duration or economics found.",Monitor for an official 2027 CFP; do not infer a window from the prior edition.,2026-11-01
product-engineering,ed-evt-ldx3-leaddev-ldx3-london-2027,30-minute leadership variant; format unknown,The Future of Product Engineering: The Missing Loop Between Product and Engineering,"Treat fast generation as an organizational design problem requiring shared evidence, constraints and accountable owners.","Excellent engineering-leadership precedent, but 2027 CFP is not open.",src-product-engineering-ev-pe-lead-past1;src-product-engineering-ev-pe-lead-past2,4,5,2,4,,5,70,90,3-historical-monitor,No 2027 public submission route or economics.,"Monitor for the next CFP based only on a newly announced official route, not historical cadence.",2026-11-01
retrieval,ed-evt-ldx3-london-leaddev-ldx3-london-2027,40-minute leadership adaptation,You Don't Need to Relearn Engineering for AI,Give leaders a shared vocabulary without flattening genuine technical changes,LeadDev serves senior engineering leaders and has current programming on durable skills and AI adoption.,src-retrieval-src-leaddev-home;src-retrieval-src-leaddev-past,5,4,1,4,,4,65,70,upcoming/rolling routes to prepare for,No current CFP; talk needs explicit leadership decisions and team enablement,Monitor for a 2027 CFP and adapt outcomes toward architecture communication and staff development.,2026-11-15
evidence-learning,ed-evt-lilac-lilac-2027,40-minute adapted paper/workshop,Beyond AI Detection: Information-Literate Evidence of Learning,"Source reasoning, challenge, reconstruction, and transfer with librarians as assessment-design partners","Credible adjacent audience and explicit demand for deeper AI work, but information literacy must be central rather than decorative.",,3,4,4,3,,3,63,67,upcoming/rolling routes to prepare for,CFP opens September 21; narrower disciplinary fit; UK travel/economics unknown,Review presentation types when the call opens and only proceed with a genuine information-literacy adaptation.,2026-09-21
evidence-learning,ed-evt-lilly-conference-austin-lilly-austin-2027,40-minute presentation,Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning,Evidence-based teaching through assessment reconstruction and transfer,"The edition is explicitly about AI and evidence-based teaching, with exact AI, assessment, and course-redesign tracks.",,5,5,5,5,2,3,92,78,verified actionable opportunities,FINALIST; rolling call may close before January 15; requires 3-5 literature references; travel/economics unknown,"Prepare the compact 100-word abstract, three outcomes, and research references; submit before the November 15 early-decision date.",2026-10-01
skeptic-education,ed-evt-lilly-conference-austin-lilly-austin-2027,40-minute practical session,A Skeptic's Guide to Evidence-Based AI Teaching,Make human capability and measurable learning the center of AI teaching decisions,Edition title is specifically AI and the future of evidence-based teaching in higher education,,5,5,2,4,,3,74,83,upcoming-or-rolling,CFP says open but no deadline is published on reviewed page; costs and exact format unknown,Inspect live submission form and request no outreach; record deadline/terms before treating as urgent,2026-09-08
evidence-learning,ed-evt-lilly-conference-san-diego-lilly-san-diego-2027,40-minute,Stop Trying to Catch Students Using AI,Active assessment redesign in the age of AI,"The edition theme and higher-education teaching audience are excellent, and the existing 40-minute format is likely usable.",,5,5,5,5,2,3,92,63,verified actionable opportunities,"FINALIST but evidence incomplete; submission fields, presenter costs, and two past-session examples not captured","Open the live proposal form, confirm format and costs, and submit only after checking required affiliation and rights.",2026-09-06
skeptic-education,ed-evt-lilly-conference-san-diego-lilly-san-diego-2027,40-minute practical session; adjust to published duration,A Skeptic's Guide to Teaching in the Age of AI,"Frame skepticism as evidence-based assignment redesign, not anti-AI reaction","Edition theme is active and engaged learning in the age of AI; Lilly values scholarship, participation, and immediate teaching use",,5,5,5,4,,3,86,83,verified-actionable,"Exact CFP form, format, speaker costs, and affiliation expectations not exposed in reviewed page; two comparable prior sessions not located","Open the linked proposal flow, verify presenter terms, and submit before 2026-10-01 if no affiliation barrier",2026-09-08
benchmarks,ed-evt-live2test-live2test-2027,30-minute,Stop Looking at My Benchmarks—Get Your Own,Testing-community version emphasizing test design and failure-derived cases,Public speaker interest route and direct testing audience,,4,5,2,4,,,57,48,research,Edition and CFP facts too incomplete for action,Recheck official site once date/CFP terms are published,2026-10-15
retrieval,ed-evt-mlops-community-meetups-mlops-community-local-meetup-route,30-minute meetup adaptation,RAG Is an Information Architecture,A practical bridge from search and software operations to production AI systems,MLOps Community includes engineers and technical product managers and says local groups program two to three speakers.,src-retrieval-src-mlops-meetups;src-retrieval-src-haystack-program,4,4,2,5,,4,69,64,upcoming/rolling routes to prepare for,No universal speaker form/date; chapter depth varies; location and format must be resolved,Select a chapter only when it publishes a dated event or speaker route; do not mass-contact organizers.,2026-10-15
benchmarks,ed-evt-mlops-community-mlops-community-contribution-route,40-minute,Build Evals From the Work Your AI Actually Does,Community tech talk on production workload sampling and evaluation release gates,Exact production-AI and MLOps audience with large community reach,,5,5,3,5,,4,81,61,monitor,No public standing intake verified; invitation/contact path unclear,Monitor public events and only use an evidenced contribution route,2026-10-15
adaptive-systems,ed-evt-mlops-community-mlops-community-rolling-routes,virtual tech talk,Operationalizing Adaptive Agent Planning,"Evaluation, routing, observability, and governance for production AI","Strong practitioner community and remote-friendly formats, but no open intake was verified.",src-adaptive-systems-ev-mlops-series;src-adaptive-systems-ev-mlops-ended,5,4,1,4,5,4,76,55,upcoming/rolling routes to prepare for,Public route is unclear; past event-specific talk form was closed; no outreach authorized.,Monitor the public events portal for a matching event with a live Submit a Talk control.,2026-10-01
retrieval,ed-evt-naacl-conference-naacl-2027,research paper presentation,From RAGs to Retrievals,Original research on IR/RAG and agents,Submission topics are exact but venue requires peer-reviewed research.,src-retrieval-src-naacl-cfp,2,5,3,0,,,44,52,exclusions,RESEARCH-PAPER ROUTE; existing talk is not a paper and no authority to undertake research submission,Exclude from speaking pipeline; retain only as evidence that pure research venues are too narrow.,
adaptive-systems,ed-evt-ndc-london-ndc-london-2027,60-minute talk,Building Adaptive and Dynamic AI Systems,General developer-conference expansion with deeper implementation detail,"Excellent topic list and audience, but the CFP closed August 30 before the run.",src-adaptive-systems-ev-ndc-current,5,5,0,3,,4,65,78,historical fits to monitor for a new cycle,Closed; 60-minute regular format requires expansion.,Monitor the next NDC London cycle and other NDC regional editions; never treat this closed page as actionable.,2027-03-01
benchmarks,ed-evt-ndc-london-ndc-london-2027,60-minute,Stop Looking at My Benchmarks—Get Your Own,Long-form practitioner version for software developers and architects,"Broad developer audience and supported AI/testing tracks, but CFP is closed",,4,5,1,4,,4,64,74,monitor,Closed before run; 60-minute adaptation required,Monitor next cycle only; do not treat historical close as a future estimate,2027-05-01
free-tier,ed-evt-ndc-london-ndc-london-2027,60-minute expanded talk,Building AI Products That Survive the End of the Free Tier,AI architecture and cloud economics for general developers,"AI, cloud, architecture, platform engineering, and SRE were explicit 2027 topics.",src-free-tier-src-ndc-london-cfp,,4,0,2,,,30,45,historical fits to monitor for a new cycle,2027 CFP closed; regular slot requires 20 minutes of expansion or use lightning format,Monitor the next NDC London call and prepare either a 15-minute lightning or full 60-minute version.,2027-05-01
retrieval,ed-evt-ndc-london-ndc-london-2027,60-minute or 15-minute talk,From RAGs to Retrievals: Learn the New Engineering Speak,"Broad developer translation across AI, architecture, and platform engineering","2027 call explicitly included AI agents, AI tools/data, architecture, cloud, platform engineering, and SRE.",src-retrieval-src-ndc-london-cfp,,5,0,2,,,37,48,historical fits to monitor for a new cycle,2027 CFP closed; existing 40-minute deck does not fit 60-minute regular slot without expansion,Monitor next cycle; choose a 15-minute bridge or build a full 60-minute interactive version.,2027-05-01
